input_id,input_url,restaurant_page_id,rating_count,restaurant_json_url,restaurant_id,restaurant_name,advertiser_flag,review_id,reviewer_id,review_date,review_rating,photo_count,useful_count,funny_count,cool_count,is_updated,restaurant_replies,review_content,review_count,reviews_per_page,start_review
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,O9R5GEsHMjEZtPL40VIqzg,uYs60IPTrCFXOrq7dUq0_g,9/5/2023,5,0,1,0,2,False,,"I love this place. I live within a block and everyone kept talking about the fried chicken sandwich. I got one a couple years ago and it exceeded the hype. <br><br>The broccoli beef is great too. Ask for a little extra sauce, their sauces are so flavorful. <br><br>I order to go most of the time but the dining room is nice with great, unique music that&#39;s somewhere between pop and low key vibes. <br><br>The staff is super nice, the food is incredible, I really couldn&#39;t ask for more.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,fKlEqZrN12VfiGEc9GS7oA,zBCzsZGnd7OItoHkwQeb5Q,9/1/2023,4,1,1,1,2,False,,"Heard about this place on Tiktok and saw they had a new chicken sandwich made with pineapple buns and was intrigued by this new and innovative Chinese-American fusion concept. <br><br>I ordered one sando meal and a sandwich by itself. For my drink, I chose the jasmine tea soda. I liked the soda as it was a never seen before twist on the classic jasmine tea. The hot and sour soup that came with the sando meal was just okay. I really enjoyed my honey Hawthorne chicken sandwich and would recommend this item if you like food items that are both sweet and savory. The other person who I was with, on the other hand, said they did not really like the combination and would rather have a pineapple bun and American fried chicken sandwich on its own separately, so the combination of sweet and savory tastes of this sandwich may not be for everyone!<br><br>The staff was really sweet and helpful when ordering, which was really nice. The inside and decor feels retro yet fun at the same time, what I would imagine to be the vibes of an 80s/90s Chinese diner. The music they play in the restaurant is a good mix of both Asian and Asian-American music, which really adds to the overall theme/vibes of the shop.<br><br>Overall, this place is a good place for people interested in the concept but may not be for everyone taste wise.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,fWuUUeNSQRbp7y9dGVuwJA,vypnMuGQ80RBL0hm9PA-gg,8/28/2023,1,1,3,0,1,False,,"This is unacceptable.<br>They gave mostly breaded crust without any chicken in it, and the pieces that did have chicken were over cooked and hard. <br>This is the first time they&#39;ve given horrible food. I ordered 2 sweet and sour chicken dishes and they both were like this. Todays date is 8/28, order placed around 4pm. <br><br>Do better Mamahuhu.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,V89Q5nelc1JETsWzbSGfaQ,juLWrK9qVEMG3I5cKWDifQ,8/24/2023,5,6,2,1,2,False,,"I swung by after hanging out at my friend&#39;s place. He had recommended I check this place out cause the food is dope so I figured, why not? This is one of those types of places that I thought I had to be seated, but you actually just walk up to the cashier and order and you get a number for your food. I only went for one item thinking it would be enough (it really wasn&#39;t), and I bought a canned drink. I ordered the Tingly Spicy Chicken sandwich, sure it had some nice spice but I didn&#39;t sense that tingly sensation you get from Szechuan peppercorns (maybe I just didn&#39;t notice) but I gotta say, it was fantastic.<br><br>The pineapple bun with the crispy chicken, veggies and Mayo just makes so much sense! I think I might be addicted. I made the mistake of not ordering more food cause when I made the drive back home to Santa Clara, I was hungry again. I really dig the vibe of the place. The colors, the seating arrangement and the layout is very nice and everything was really clean and organized. If you&#39;re ever out in the Richmond, check this place out!",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,AMlFm5_BcI1QJ8KzY5whWQ,vuvGZ6Jzo-fvIGpEMzFFxQ,8/21/2023,2,3,1,1,2,False,,"I&#39;ve had a few friends eat here who told me it was pretty mid but against their advice I chose to dine here anyways- however, I would say their assessment is pretty accurate. I love reading about their story and food ethos, which is why I wanted to give it a chance in the first place.<br><br>The restaurant feels playful and whimsical with its choice of decor, menu font, and color schemes, Even the places you are served with almost feels like plastic bowls from childhood. The dining room space is decent, though some space is underutilized - there&#39;s 1/3 of the dining space as a hallway to direct you to the register. You order and pay at the register and seat yourself, serving yourself water, and a cup of utensils available at every table. Not much service besides having the server get you your food - you bus your own dishes as well.<br><br>Food itself was underwhelming:<br>- Jade Fried Rice: I think for the price and the size it&#39;s decent, nothing amazing on its own. It really is a vehicle to eat with other saucy dishes.<br>- Lazy Chicken: Pretty good, crispy chicken but what throws me off is the cold sour cauliflower. know it&#39;s meant to be a contrast to the fatty chicken, but I think it&#39;s too stark of a difference. Marked on the menu as three chili&#39;s worth of spice, but really is not that bad. The size of the dish leaves much to be desired.<br>- Mapo Tofu: something was just off for this dish, my friend saying it tasted more like gravy though I personally thought it tasted more like a pasta sauce. It was really sweet- also came way after we had finished the other dishes we ordered, so I asked for a takeout container for it. I received a paper takeout container, and as expected the sauce leaked through the box.<br><br>I don&#39;t really think it&#39;s the best food, nor the best dining experience, but I would come back to try the soft serve. Unfortunately when I had visited they were already cleaning up the machine.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,KIM25nqxXGMa-b8JwESHqg,sGYrxVCEJGGBArWI1LUgxQ,7/25/2023,5,3,17,12,18,False,,"Warm and welcoming service, open and inviting dining room and delicious Chinese food including the best Mapo Tofu I&#39;ve had in a long time. Mamahuhu also offers a vegetarian version with finely chopped mushrooms instead of pork. <br><br>The Mapo Tofu had the most delicious, hot temperature and spice level to wake up your taste buds without stunning them to oblivion. <br><br>I told them &#34;not too too hot&#34; so I may have missed out on more crunchy peppercorns for that mala/mouth-numbing sensation. For me, it came right up to that edge perfectly. <br><br>My son&#39;s sweet and sour chicken ($12 as rice plate) was delicious but a bit too salty - and I love a salt lick- and he also said the bok choy was too.<br><br>I debated whether to bring home some hot and sour soup for my neighbor and they offered me a generous taste (about a 1/3rd cup). I was impressed with the flavor to take home a large quart ($12) size. <br><br>If the soup were for me I probably would&#39;ve put a capful of white vinegar and a shake of white pepper in it - but that&#39;s what&#39;s wonderful about this soup: You can customize it to your tastebuds.<br><br>We both added an eggroll ($2) to our rice plate orders and it was deliciously crunchy and greasy.<br><br>We&#39;ll return soon!",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,4yIQQrFB2Nes0IQvoYMRRQ,aGXl92dZXaU8mBae9YOyOQ,7/13/2023,4,2,1,0,1,False,,"Tons of good vegetarian options! The sweet and sour cauliflower rice plate is great though a little on the sweet side for my preference. It comes with some veggies and rice and you can add an egg roll as well. The boba soft serve is a banana flavor ice cream with boba (tapioca) pearls on top. The boba was nice and chewy, but not too soft.<br><br>You order at the counter and they bring the food to you so its mostly a self serve place. The interior decor and design is really nice too. Great place to sit in and dine!",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,NFu1fDrv5JxKQNAngTWqcg,-iNN4s230lAs9fZTBtx1Tg,8/5/2023,4,4,17,11,15,False,,"Pretty good restaurant for a casual meal.  You order at the counter then they bring you the order.  No table service.  We tried the broccoli beef rice plate and the sweet and sour chicken rice plate.  Good quality, flavor and well prepared.  My only complaint is the meat portions were small and it&#39;s a little pricey.  It&#39;s worth a try if you are thinking about going.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,e_i8tcodJE1zB8CAltB-Ig,112haAXEADhMmXtxKak2mw,6/19/2023,3,1,0,0,0,False,,"I love the concept of a fun and modern take on Chinese food, but unfortunately, Mamahuhu falls short on delivering delicious food. This concept reminds me of renowned modern Chinese spots in LA such as Pine and Crane or Joy on York, but although Mamahuhu delivers on ambiance and its recipes are creative, it&#39;s lacking that yum factor. Also, it&#39;s pretty pricey for a fast casual experience. <br><br>Don&#39;t come here expecting authentic Chinese flavors, but with an appreciation of an invention take on Chinese food! I definitely still recommend this spot and I&#39;m hoping that when I come back, they would&#39;ve improved on their food.",359,10,0
1,https://www.yelp.com/biz/mamahuhu-san-francisco-2,lXMdrPSUmA9HfoHosOvzbQ,358,https://www.yelp.com/biz/lXMdrPSUmA9HfoHosOvzbQ/props?start=0,lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,False,KlbNy1JqhCzb3IusPJwwyA,JEG1zZED8EfK_fpPdmq2Bg,4/19/2023,4,2,1,0,2,False,,"Super flavorful food with a cute fast casual vibe! The sweet and sour cauliflower was fantastic -- crispy and packed with flavor. The kung pao chicken was also great and had the perfect amount of spice (loved the peppercorn!). The portions were a bit smaller than expected. I was expecting a bit more protein but it was probably half protein half vegetables. Despite this, the meal was still delicious!<br><br>The food comes out pretty quickly (you order at the counter and they bring the food out to you), so it&#39;s perfect for a casual lunch. This also seems to be one of the few places in the area open for a late lunch (a lot of nearby places seem to close from 3-5 PM).",359,10,0
